topology,ranks,routing,hidden,backend,tokens_per_rank,useful_bytes,job,trial_count,mean_us
8n4g,32,locality80,256,sycl_oneccl,16384,33554432,57912483,3,1286.1366666666668
8n4g,32,locality80,256,sycl_oneccl,16384,33554432,57912486,3,1294.46
8n4g,32,locality80,256,sycl_oneccl,16384,33554432,57912488,3,1282.2933333333333
8n4g,32,locality80,256,sycl_oneccl,16384,33554432,57912489,3,1280.7233333333334
8n4g,32,uniform,256,cuda_mpi,16384,33554432,57912159,3,6070.643333333333
8n4g,32,uniform,256,cuda_mpi,16384,33554432,57912160,3,6141.093333333333
8n4g,32,uniform,256,cuda_mpi,16384,33554432,57912161,3,6148.723333333333
8n4g,32,uniform,256,cuda_mpi,16384,33554432,57912162,3,6051.25
8n4g,32,uniform,256,cuda_mpi,16384,33554432,57912163,3,6067.566666666667
8n4g,32,uniform,256,cuda_nccl,16384,33554432,57912225,3,4587.766666666666
8n4g,32,uniform,256,cuda_nccl,16384,33554432,57912226,3,2979.786666666667
8n4g,32,uniform,256,cuda_nccl,16384,33554432,57912227,3,3088.23
8n4g,32,uniform,256,cuda_nccl,16384,33554432,57912228,3,2995.56
8n4g,32,uniform,256,cuda_nccl,16384,33554432,57912229,3,3037.54
8n4g,32,uniform,256,cuda_nvshmem,16384,33554432,57912310,3,5050.126666666667
8n4g,32,uniform,256,cuda_nvshmem,16384,33554432,57912311,3,5249.75
8n4g,32,uniform,256,cuda_nvshmem,16384,33554432,57912313,3,4973.083333333333
8n4g,32,uniform,256,cuda_nvshmem,16384,33554432,57912314,3,4891.82
8n4g,32,uniform,256,cuda_nvshmem,16384,33554432,57912315,3,5115.106666666667
8n4g,32,uniform,256,oshmpi,16384,33554432,57912346,3,10350.1
8n4g,32,uniform,256,oshmpi,16384,33554432,57912347,3,10315.766666666666
8n4g,32,uniform,256,oshmpi,16384,33554432,57912348,3,10326.033333333333
8n4g,32,uniform,256,oshmpi,16384,33554432,57912349,3,10403.8
8n4g,32,uniform,256,oshmpi,16384,33554432,57912350,3,10475.7
8n4g,32,uniform,256,sycl_mpi,16384,33554432,57912428,3,5977.173333333333
8n4g,32,uniform,256,sycl_mpi,16384,33554432,57912430,3,6013.76
8n4g,32,uniform,256,sycl_mpi,16384,33554432,57912436,3,6039.623333333333
8n4g,32,uniform,256,sycl_mpi,16384,33554432,57912437,3,6013.39
8n4g,32,uniform,256,sycl_mpi,16384,33554432,57912438,3,5984.2
8n4g,32,uniform,256,sycl_oneccl,16384,33554432,57912482,3,3054.2866666666664
8n4g,32,uniform,256,sycl_oneccl,16384,33554432,57912483,3,3063.1066666666666
8n4g,32,uniform,256,sycl_oneccl,16384,33554432,57912486,3,3077.943333333333
8n4g,32,uniform,256,sycl_oneccl,16384,33554432,57912488,3,3038.0466666666666
8n4g,32,uniform,256,sycl_oneccl,16384,33554432,57912489,3,3085.4733333333334
