matrix,backend,nodes,ranks,job,trial,source,status,solver_s,timer,iterations,relative_residual,tolerance,error_norm,iteration_us,gemv_s,dot_s,nrm2_s,axpy_s,copy_s,allreduce_s,haloexchange_s,pack_s,host_sync_s,other_s
Bump_2911,acg-sycl-oneccl-nccl,1,4,58371383,8,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-8-stdout.txt,valid,17.114149,cuda_compatible,24993.0,9.91769e-07,1e-06,0.144584,684.7576921538032,11.512849,0.596771,0.50594,1.166923,0.0,1.14909,0.912719,0.569262,0.494857,0.205738
Bump_2911,acg-sycl-oneccl-nccl,1,4,58371383,9,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-58371383-9-stdout.txt,valid,17.102991,cuda_compatible,24993.0,9.91769e-07,1e-06,0.144584,684.3112471492018,11.50309,0.597314,0.505517,1.162262,0.0,1.152592,0.916057,0.564244,0.49905,0.202865
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-1-stdout.txt,valid,13.555339,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,522.5449674260823,6.208608,0.526606,0.490847,1.148157,0.0,1.746431,1.036961,1.219948,0.537463,0.640318
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-2-stdout.txt,valid,13.57604,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,523.3429705871016,6.208003,0.522961,0.489017,1.146598,0.0,1.75662,1.038574,1.220765,0.542535,0.650968
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,3,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-3-stdout.txt,valid,13.5885,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,523.8232913149069,6.21384,0.521733,0.488989,1.14698,0.0,1.741267,1.042695,1.240948,0.53656,0.655489
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,4,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-4-stdout.txt,valid,13.569818,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,523.1031186153194,6.220342,0.525295,0.493116,1.154064,0.0,1.681435,1.063874,1.222018,0.548715,0.660959
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,5,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-5-stdout.txt,valid,13.649244,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,526.1649126864809,6.21327,0.522116,0.492511,1.151724,0.0,1.762575,1.044432,1.262492,0.543323,0.656801
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,6,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-6-stdout.txt,valid,13.546359,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,522.1987972707298,6.215709,0.523394,0.490117,1.151944,0.0,1.707202,1.029933,1.23304,0.547511,0.647507
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,7,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-7-stdout.txt,valid,13.616006,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,524.8836205234957,6.214702,0.523783,0.493864,1.152307,0.0,1.772772,1.044091,1.222601,0.543032,0.648853
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,8,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-8-stdout.txt,valid,13.569429,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,523.088123048456,6.217809,0.524223,0.49412,1.1551,0.0,1.710172,1.044619,1.226062,0.54509,0.652235
Bump_2911,acg-sycl-oneccl-nccl,2,8,58371384,9,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-58371384-9-stdout.txt,valid,13.58946,cuda_compatible,25941.0,9.519e-07,1e-06,0.14433,523.8602983693767,6.214033,0.52243,0.4876,1.145548,0.0,1.741277,1.051421,1.226731,0.545786,0.654635
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-1-stdout.txt,valid,14.612434,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,567.605422622747,3.501421,0.496003,0.465889,0.909979,0.0,2.376936,2.65246,1.825695,0.534309,1.849742
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-2-stdout.txt,valid,14.551962,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,565.2564481044127,3.480549,0.497257,0.462551,0.9021,0.0,2.478968,2.569962,1.789834,0.541127,1.829614
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,3,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-3-stdout.txt,valid,14.529172,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,564.3711932877563,3.495203,0.496286,0.465051,0.902981,0.0,2.436485,2.608579,1.768503,0.542356,1.813727
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,4,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-4-stdout.txt,valid,14.48629,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,562.705484773151,3.491842,0.492868,0.46286,0.90118,0.0,2.46215,2.556275,1.776249,0.529894,1.812973
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,5,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-5-stdout.txt,valid,14.598806,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,567.0760565568676,3.507463,0.50314,0.470506,0.919165,0.0,2.411691,2.593586,1.852689,0.532468,1.808099
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,6,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-6-stdout.txt,valid,14.628096,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,568.213797389683,3.492217,0.488225,0.46295,0.907884,0.0,2.495668,2.642261,1.784046,0.53437,1.820474
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,7,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-7-stdout.txt,valid,14.625997,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,568.1322638284648,3.503571,0.499604,0.470817,0.909584,0.0,2.374809,2.683138,1.772151,0.539425,1.872897
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,8,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-8-stdout.txt,valid,14.630588,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,568.3105966438782,3.50164,0.500399,0.463768,0.907307,0.0,2.442794,2.618537,1.818924,0.532989,1.844229
Bump_2911,acg-sycl-oneccl-nccl,4,16,58371385,9,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-58371385-9-stdout.txt,valid,14.645295,cuda_compatible,25744.0,9.86626e-07,1e-06,0.14439,568.88187538844,3.504011,0.498573,0.471756,0.916071,0.0,2.43315,2.613942,1.840656,0.537778,1.82936
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-1-stdout.txt,valid,19.779682,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,759.6467470619864,2.263418,0.451081,0.423717,0.701527,0.0,6.692772,5.561677,1.983157,0.538168,1.164164
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-2-stdout.txt,valid,20.548496,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,789.173362009371,2.273844,0.454642,0.423958,0.703718,0.0,7.4878,5.546541,1.955815,0.540839,1.16134
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,3,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-3-stdout.txt,valid,19.826101,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,761.4294876718643,2.27219,0.458069,0.429863,0.709788,0.0,6.872973,5.410379,1.981567,0.540514,1.150758
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,4,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-4-stdout.txt,valid,20.819632,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,799.5864505722406,2.271274,0.450691,0.423307,0.698241,0.0,7.729088,5.610314,1.959656,0.540664,1.136397
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,5,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-5-stdout.txt,valid,20.17683,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,774.8993778323987,2.275432,0.459847,0.42907,0.709207,0.0,7.084414,5.517469,1.98954,0.544652,1.167199
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,6,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-6-stdout.txt,valid,18.824543,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,722.9642445656348,2.267441,0.455168,0.42415,0.704208,0.0,5.809864,5.466791,2.003486,0.535368,1.158067
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,7,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-7-stdout.txt,valid,18.673276,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,717.15477379215,2.268045,0.45987,0.432998,0.703912,0.0,5.50958,5.583831,1.996605,0.547575,1.170861
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,8,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-8-stdout.txt,valid,18.711623,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,718.6275059528381,2.271645,0.456422,0.428616,0.70433,0.0,5.502449,5.662362,1.993931,0.543817,1.148051
Bump_2911,acg-sycl-oneccl-nccl,8,32,58371386,9,sycl/acg-sycl-oneccl-nccl/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-58371386-9-stdout.txt,valid,18.234771,cuda_compatible,26038.0,9.6237e-07,1e-06,0.144305,700.3138105845302,2.273209,0.460636,0.427345,0.709482,0.0,5.242072,5.429787,1.978009,0.543931,1.170302
Queen_4147,acg-sycl-oneccl-nccl,1,2,58371389,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-58371389-1-stdout.txt,valid,63.388787,cuda_compatible,26515.0,9.86319e-07,1e-06,0.190161,2390.6764850084855,55.074519,1.157946,0.918312,3.675894,0.0,0.992935,0.494697,0.377636,0.537681,0.159166
Queen_4147,acg-sycl-oneccl-nccl,1,2,58371389,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-58371389-2-stdout.txt,valid,63.398156,cuda_compatible,26515.0,9.86319e-07,1e-06,0.190161,2391.0298321704695,55.076965,1.162364,0.919731,3.677053,0.0,1.000768,0.493132,0.377068,0.535518,0.155557
Queen_4147,acg-sycl-oneccl-nccl,1,2,58371389,3,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-58371389-3-stdout.txt,valid,63.409231,cuda_compatible,26515.0,9.86319e-07,1e-06,0.190161,2391.4475202715444,55.082958,1.168029,0.922313,3.681983,0.0,0.988259,0.48507,0.378284,0.541179,0.161155
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-1-stdout.txt,valid,34.805205,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1318.229178502443,28.312619,0.811633,0.598407,1.387404,0.0,1.391544,0.928541,0.632269,0.534499,0.208289
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-2-stdout.txt,valid,34.800112,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1318.0362837556338,28.303783,0.810913,0.596411,1.389807,0.0,1.406479,0.92238,0.629726,0.538602,0.202013
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,3,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-3-stdout.txt,valid,34.830516,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1319.1878195659585,28.297543,0.806932,0.593152,1.383315,0.0,1.443035,0.920459,0.626337,0.529818,0.229925
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,4,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-4-stdout.txt,valid,34.840647,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1319.5715259629585,28.294788,0.802127,0.590545,1.375391,0.0,1.44902,0.969445,0.617851,0.530915,0.210566
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,5,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-5-stdout.txt,valid,34.815374,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1318.6143241298337,28.296965,0.808179,0.597266,1.385662,0.0,1.450579,0.914986,0.627487,0.527863,0.206388
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,6,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-6-stdout.txt,valid,34.816164,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1318.6442449721621,28.297746,0.809004,0.594448,1.384419,0.0,1.461343,0.901252,0.62291,0.534797,0.210246
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,7,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-7-stdout.txt,valid,34.823643,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1318.9275082377,28.300218,0.807573,0.595981,1.381996,0.0,1.460477,0.915784,0.629836,0.530133,0.201644
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,8,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-8-stdout.txt,valid,34.795819,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1317.873688595993,28.296649,0.814458,0.600264,1.381164,0.0,1.4114,0.91629,0.626717,0.538183,0.210692
Queen_4147,acg-sycl-oneccl-nccl,1,4,58371390,9,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-58371390-9-stdout.txt,valid,34.771013,cuda_compatible,26403.0,9.7641e-07,1e-06,0.190167,1316.9341741468772,28.28827,0.802082,0.588593,1.382019,0.0,1.423344,0.914028,0.624161,0.536881,0.211635
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-1-stdout.txt,valid,21.046652,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,800.8619482496194,14.363191,0.603885,0.515727,0.959166,0.0,1.532024,1.322201,0.786476,0.559778,0.404204
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-2-stdout.txt,valid,21.038323,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,800.5450152207001,14.357672,0.598315,0.509426,0.949972,0.0,1.550722,1.353639,0.76535,0.549271,0.403957
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,3,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-3-stdout.txt,valid,21.08612,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,802.3637747336378,14.361412,0.597454,0.507476,0.947678,0.0,1.582103,1.369855,0.772442,0.550764,0.396936
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,4,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-4-stdout.txt,valid,21.066122,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,801.6028158295281,14.348607,0.602473,0.511473,0.947025,0.0,1.526237,1.420376,0.763894,0.548416,0.39762
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,5,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-5-stdout.txt,valid,21.044535,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,800.7813926940639,14.352123,0.595516,0.505033,0.95158,0.0,1.56268,1.355074,0.772741,0.548988,0.400802
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,6,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-6-stdout.txt,valid,21.017413,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,799.7493531202435,14.342229,0.594845,0.50948,0.942713,0.0,1.572145,1.339944,0.769656,0.549867,0.396534
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,7,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-7-stdout.txt,valid,21.072059,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,801.8287290715373,14.338241,0.599344,0.512529,0.949163,0.0,1.566229,1.386334,0.773996,0.55033,0.395892
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,8,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-8-stdout.txt,valid,21.036862,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,800.4894216133941,14.358264,0.603621,0.511957,0.951476,0.0,1.532401,1.330325,0.779649,0.56396,0.405208
Queen_4147,acg-sycl-oneccl-nccl,2,8,58371391,9,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-58371391-9-stdout.txt,valid,21.031463,cuda_compatible,26280.0,9.91754e-07,1e-06,0.190172,800.2839802130898,14.346464,0.600142,0.507606,0.950987,0.0,1.558288,1.328156,0.776223,0.554721,0.408875
Queen_4147,acg-sycl-oneccl-nccl,4,16,58399809,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-58399809-1-stdout.txt,valid,918.304314,cuda_compatible,26570.0,9.98659e-07,1e-06,0.190158,34561.69792999623,7.647354,0.562962,0.525425,0.849472,0.0,858.066217,48.119671,1.229194,0.593543,0.710476
Queen_4147,acg-sycl-oneccl-nccl,4,16,58407728,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-58407728-1-stdout.txt,valid,905.481746,cuda_compatible,26570.0,9.98659e-07,1e-06,0.190158,34079.102220549496,7.655669,0.558326,0.523861,0.852622,0.0,856.351767,36.582152,1.245636,0.592555,1.119157
Queen_4147,acg-sycl-oneccl-nccl,4,16,58407728,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-004-nodes-0016-procs-58407728-2-stdout.txt,valid,901.672018,cuda_compatible,26570.0,9.98659e-07,1e-06,0.190158,33935.71765148664,7.657862,0.569527,0.527943,0.854969,0.0,843.561398,45.97089,1.230611,0.595262,0.703556
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-1-stdout.txt,valid,16.749395,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,640.6347293937655,4.137175,0.482181,0.456816,0.75662,0.0,4.860179,3.664201,1.42409,0.545508,0.422625
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,2,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-2-stdout.txt,valid,16.658495,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,637.1579651941097,4.138839,0.485609,0.458377,0.760666,0.0,4.831612,3.555744,1.457383,0.545448,0.424818
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,3,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-3-stdout.txt,valid,16.556368,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,633.2517881048001,4.140738,0.482528,0.459793,0.766191,0.0,4.722646,3.54175,1.475688,0.545142,0.421892
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,4,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-4-stdout.txt,valid,16.678323,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,637.9163511187606,4.141921,0.481481,0.459798,0.763346,0.0,4.839377,3.549646,1.472176,0.541619,0.428959
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,5,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-5-stdout.txt,valid,16.468792,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,629.9021610250526,4.127718,0.47636,0.450558,0.751106,0.0,4.744207,3.502736,1.460736,0.536096,0.419275
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,6,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-6-stdout.txt,valid,16.679962,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,637.9790399694014,4.131576,0.475963,0.451396,0.751052,0.0,4.906002,3.552073,1.449985,0.539901,0.422014
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,7,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-7-stdout.txt,valid,16.679586,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,637.9646586345382,4.134011,0.483212,0.457639,0.756213,0.0,4.863907,3.583671,1.442216,0.541291,0.417427
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,8,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-8-stdout.txt,valid,16.618579,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,635.6312488047428,4.137675,0.480853,0.460046,0.76684,0.0,4.793593,3.539924,1.471298,0.544916,0.423434
Queen_4147,acg-sycl-oneccl-nccl,8,32,58399792,9,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58399792-9-stdout.txt,valid,16.650795,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,636.863453815261,4.139517,0.47991,0.455874,0.757075,0.0,4.811254,3.562234,1.477777,0.54163,0.425524
Queen_4147,acg-sycl-oneccl-nccl,8,32,58403604,1,sycl/acg-sycl-oneccl-nccl/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-008-nodes-0032-procs-58403604-1-stdout.txt,valid,1179.184613,cuda_compatible,26145.0,9.89835e-07,1e-06,0.190179,45101.72549244597,4.211704,0.504914,0.479885,0.802408,0.0,1089.95592,80.674716,1.494319,0.591574,0.469174
