backend,topology,side,median_us,job_min_us,job_max_us,n_jobs,n_trials,stored_mean_us
sycl_mpi,1n2g,8192,668.9523333333334,668.9523333333334,668.9523333333334,1,3,668.9523333333333
sycl_mpi,1n4g,8192,406.0683333333333,406.0683333333333,406.0683333333333,1,3,406.0683333333333
sycl_mpi,2n1g,8192,674.461,674.461,674.461,1,3,674.461
sycl_mpi,2n4g,8192,281.4563333333333,281.4563333333333,281.4563333333333,1,3,281.4563333333333
sycl_mpi,4n4g,8192,216.65733333333333,216.65733333333333,216.65733333333333,1,3,216.65733333333333
sycl_mpi,8n4g,8192,179.99533333333332,179.99533333333332,179.99533333333332,1,3,179.99533333333332
sycl_mpi,1n1g,16384,4151.3966666666665,4151.3966666666665,4151.3966666666665,1,3,4151.3966666666665
sycl_mpi,1n2g,16384,2260.35,2260.35,2260.35,1,3,2260.35
sycl_mpi,1n4g,16384,1197.8633333333332,1197.8633333333332,1197.8633333333332,1,3,1197.8633333333332
sycl_mpi,2n1g,16384,2257.5266666666666,2257.5266666666666,2257.5266666666666,1,3,2257.5266666666666
sycl_mpi,2n4g,16384,673.4576666666667,673.4576666666667,673.4576666666667,1,3,673.4576666666667
sycl_mpi,4n4g,16384,424.84000000000003,424.84000000000003,424.84000000000003,1,3,424.84
sycl_mpi,8n4g,16384,298.69033333333334,298.69033333333334,298.69033333333334,1,3,298.69033333333334
sycl_oneccl,1n1g,256,88.6635,88.6635,88.6635,1,3,88.6635
sycl_oneccl,1n2g,256,120.97166666666666,120.97166666666666,120.97166666666666,1,3,120.97166666666665
sycl_oneccl,1n4g,256,130.591,130.591,130.591,1,3,130.591
sycl_oneccl,2n1g,256,147.75400000000002,147.75400000000002,147.75400000000002,1,3,147.75400000000002
sycl_oneccl,2n4g,256,163.04366666666667,163.04366666666667,163.04366666666667,1,3,163.04366666666667
sycl_oneccl,4n4g,256,206.108,206.108,206.108,1,3,206.10799999999998
sycl_oneccl,8n4g,256,202.45366666666666,202.45366666666666,202.45366666666666,1,3,202.45366666666666
sycl_oneccl,1n1g,512,90.43703333333333,90.43703333333333,90.43703333333333,1,3,90.43703333333333
sycl_oneccl,1n2g,512,121.65466666666667,121.65466666666667,121.65466666666667,1,3,121.65466666666667
sycl_oneccl,1n4g,512,129.43,129.43,129.43,1,3,129.42999999999998
sycl_oneccl,2n1g,512,147.62966666666668,147.62966666666668,147.62966666666668,1,3,147.62966666666668
sycl_oneccl,2n4g,512,160.73766666666666,160.73766666666666,160.73766666666666,1,3,160.73766666666666
sycl_oneccl,4n4g,512,204.06466666666665,204.06466666666665,204.06466666666665,1,3,204.06466666666665
sycl_oneccl,8n4g,512,198.695,198.695,198.695,1,3,198.69500000000002
sycl_oneccl,1n1g,1024,94.8718,94.8718,94.8718,1,3,94.87180000000001
sycl_oneccl,1n2g,1024,124.47,124.47,124.47,1,3,124.47000000000001
sycl_oneccl,1n4g,1024,132.94266666666667,132.94266666666667,132.94266666666667,1,3,132.94266666666667
sycl_oneccl,2n1g,1024,150.28300000000002,150.28300000000002,150.28300000000002,1,3,150.28300000000002
sycl_oneccl,2n4g,1024,161.96666666666667,161.96666666666667,161.96666666666667,1,3,161.96666666666667
sycl_oneccl,4n4g,1024,202.653,202.653,202.653,1,3,202.653
sycl_oneccl,8n4g,1024,198.88533333333334,198.88533333333334,198.88533333333334,1,3,198.8853333333333
sycl_oneccl,1n1g,2048,145.33533333333332,145.33533333333332,145.33533333333332,1,3,145.33533333333332
sycl_oneccl,1n2g,2048,135.29333333333332,135.29333333333332,135.29333333333332,1,3,135.29333333333332
sycl_oneccl,1n4g,2048,137.35666666666665,137.35666666666665,137.35666666666665,1,3,137.35666666666665
sycl_oneccl,2n1g,2048,160.50933333333333,160.50933333333333,160.50933333333333,1,3,160.50933333333333
sycl_oneccl,2n4g,2048,164.12733333333333,164.12733333333333,164.12733333333333,1,3,164.12733333333333
sycl_oneccl,4n4g,2048,206.34033333333335,206.34033333333335,206.34033333333335,1,3,206.34033333333332
sycl_oneccl,8n4g,2048,199.722,199.722,199.722,1,3,199.72199999999998
sycl_oneccl,1n1g,4096,346.1123333333333,346.1123333333333,346.1123333333333,1,3,346.1123333333333
sycl_oneccl,1n2g,4096,253.019,253.019,253.019,1,3,253.019
sycl_oneccl,1n4g,4096,192.94233333333332,192.94233333333332,192.94233333333332,1,3,192.94233333333332
sycl_oneccl,2n1g,4096,281.6016666666667,281.6016666666667,281.6016666666667,1,3,281.6016666666667
sycl_oneccl,2n4g,4096,178.555,178.555,178.555,1,3,178.55499999999998
sycl_oneccl,4n4g,4096,215.26766666666666,215.26766666666666,215.26766666666666,1,3,215.26766666666666
sycl_oneccl,8n4g,4096,206.56900000000002,206.56900000000002,206.56900000000002,1,3,206.569
sycl_oneccl,1n1g,8192,1132.4666666666667,1132.4666666666667,1132.4666666666667,1,3,1132.4666666666667
sycl_oneccl,1n2g,8192,643.5193333333333,643.5193333333333,643.5193333333333,1,3,643.5193333333333
sycl_oneccl,1n4g,8192,392.8306666666667,392.8306666666667,392.8306666666667,1,3,392.8306666666667
sycl_oneccl,2n1g,8192,674.6283333333333,674.6283333333333,674.6283333333333,1,3,674.6283333333334
sycl_oneccl,2n4g,8192,298.35200000000003,298.35200000000003,298.35200000000003,1,3,298.35200000000003
sycl_oneccl,4n4g,8192,280.23766666666666,280.23766666666666,280.23766666666666,1,3,280.23766666666666
sycl_oneccl,8n4g,8192,220.25566666666666,220.25566666666666,220.25566666666666,1,3,220.25566666666668
sycl_oneccl,1n1g,16384,4118.7,4118.7,4118.7,1,3,4118.7
sycl_oneccl,1n2g,16384,2214.423333333333,2214.423333333333,2214.423333333333,1,3,2214.423333333333
sycl_oneccl,1n4g,16384,1180.5333333333333,1180.5333333333333,1180.5333333333333,1,3,1180.5333333333333
sycl_oneccl,2n1g,16384,2249.2166666666667,2249.2166666666667,2249.2166666666667,1,3,2249.2166666666667
sycl_oneccl,2n4g,16384,699.1413333333334,699.1413333333334,699.1413333333334,1,3,699.1413333333334
sycl_oneccl,4n4g,16384,482.8376666666667,482.8376666666667,482.8376666666667,1,3,482.8376666666666
sycl_oneccl,8n4g,16384,347.053,347.053,347.053,1,3,347.05300000000005
