backend,topology,side,median_us,job_min_us,job_max_us,n_jobs,n_trials,stored_mean_us
oshmpi,4n4g,16384,327.16833333333335,327.16833333333335,327.16833333333335,1,3,327.16833333333335
oshmpi,8n4g,16384,255.18233333333333,255.18233333333333,255.18233333333333,1,3,255.18233333333333
sycl_mpi,1n1g,256,113.02233333333334,113.02233333333334,113.02233333333334,1,3,113.02233333333334
sycl_mpi,1n2g,256,150.74933333333334,150.74933333333334,150.74933333333334,1,3,150.74933333333334
sycl_mpi,1n4g,256,151.683,151.683,151.683,1,3,151.683
sycl_mpi,2n1g,256,139.27266666666668,139.27266666666668,139.27266666666668,1,3,139.27266666666665
sycl_mpi,2n4g,256,156.64333333333332,156.64333333333332,156.64333333333332,1,3,156.64333333333332
sycl_mpi,4n4g,256,159.77266666666665,159.77266666666665,159.77266666666665,1,3,159.77266666666665
sycl_mpi,8n4g,256,175.39766666666668,175.39766666666668,175.39766666666668,1,3,175.39766666666665
sycl_mpi,1n1g,512,116.80466666666666,116.80466666666666,116.80466666666666,1,3,116.80466666666666
sycl_mpi,1n2g,512,150.86833333333334,150.86833333333334,150.86833333333334,1,3,150.86833333333334
sycl_mpi,1n4g,512,145.926,145.926,145.926,1,3,145.92600000000002
sycl_mpi,2n1g,512,144.85933333333332,144.85933333333332,144.85933333333332,1,3,144.85933333333332
sycl_mpi,2n4g,512,152.899,152.899,152.899,1,3,152.899
sycl_mpi,4n4g,512,168.73166666666665,168.73166666666665,168.73166666666665,1,3,168.73166666666665
sycl_mpi,8n4g,512,161.198,161.198,161.198,1,3,161.198
sycl_mpi,1n1g,1024,120.78966666666666,120.78966666666666,120.78966666666666,1,3,120.78966666666668
sycl_mpi,1n2g,1024,151.39366666666666,151.39366666666666,151.39366666666666,1,3,151.39366666666666
sycl_mpi,1n4g,1024,152.86333333333334,152.86333333333334,152.86333333333334,1,3,152.86333333333334
sycl_mpi,2n1g,1024,149.16066666666666,149.16066666666666,149.16066666666666,1,3,149.16066666666666
sycl_mpi,2n4g,1024,154.95166666666668,154.95166666666668,154.95166666666668,1,3,154.95166666666668
sycl_mpi,4n4g,1024,153.25966666666667,153.25966666666667,153.25966666666667,1,3,153.25966666666667
sycl_mpi,8n4g,1024,170.39566666666667,170.39566666666667,170.39566666666667,1,3,170.39566666666667
sycl_mpi,1n1g,2048,174.262,174.262,174.262,1,3,174.26200000000003
sycl_mpi,1n2g,2048,161.96866666666668,161.96866666666668,161.96866666666668,1,3,161.96866666666668
sycl_mpi,1n4g,2048,156.22333333333333,156.22333333333333,156.22333333333333,1,3,156.22333333333333
sycl_mpi,2n1g,2048,158.37766666666667,158.37766666666667,158.37766666666667,1,3,158.37766666666667
sycl_mpi,2n4g,2048,156.95566666666667,156.95566666666667,156.95566666666667,1,3,156.95566666666664
sycl_mpi,4n4g,2048,160.75933333333333,160.75933333333333,160.75933333333333,1,3,160.75933333333333
sycl_mpi,8n4g,2048,166.32166666666666,166.32166666666666,166.32166666666666,1,3,166.3216666666667
sycl_mpi,1n1g,4096,374.1793333333333,374.1793333333333,374.1793333333333,1,3,374.1793333333333
sycl_mpi,1n2g,4096,286.0493333333333,286.0493333333333,286.0493333333333,1,3,286.0493333333333
sycl_mpi,1n4g,4096,208.82,208.82,208.82,1,3,208.82000000000002
sycl_mpi,2n1g,4096,273.17333333333335,273.17333333333335,273.17333333333335,1,3,273.17333333333335
sycl_mpi,2n4g,4096,168.48666666666668,168.48666666666668,168.48666666666668,1,3,168.48666666666668
sycl_mpi,4n4g,4096,166.22066666666666,166.22066666666666,166.22066666666666,1,3,166.2206666666667
sycl_mpi,8n4g,4096,171.21866666666665,171.21866666666665,171.21866666666665,1,3,171.21866666666665
sycl_mpi,1n1g,8192,1160.4133333333334,1160.4133333333334,1160.4133333333334,1,3,1160.4133333333332
