matrix,backend,nodes,ranks,job,trial,source,status,solver_s,iterations,relative_residual,tolerance,error_norm,rows,full_nnz,gflops_total,iteration_us,allreduce_us,allreduce_calls,gemv_s,dot_s,nrm2_s,axpy_s,copy_s,allreduce_s,haloexchange_s,other_s
Bump_2911,acg-cg-mpi,1,2,55407806,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407806-1-stderr.txt,valid,22.434733,25905.0,9.99175614072401e-07,1e-06,0.144347377923243,2911419,127729899,328.6043315860278,866.0387183941325,26.539855631899947,51812,16.943086,0.785927,0.398386,2.077992,3.4e-05,1.375083,0.076073,0.778152
Bump_2911,acg-cg-mpi,1,2,55407806,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407806-2-stderr.txt,valid,22.31845,25791.0,9.799020616395623e-07,1e-06,0.144373625725681,2911419,127729899,328.86284697835197,865.3580706447984,26.515838244416873,51584,16.858177,0.781311,0.39297,2.068579,3.3e-05,1.367793,0.075343,0.774242
Bump_2911,acg-cg-mpi,1,2,55407806,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407806-3-stderr.txt,valid,21.916198,25291.0,9.947340612952543e-07,1e-06,0.144501799558088,2911419,127729899,328.406506144177,866.5611482345499,26.49159813379725,50584,16.550884,0.767982,0.391031,2.032004,3.4e-05,1.340051,0.074936,0.759275
Bump_2911,acg-cg-mpi,1,2,55407812,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407812-1-stderr.txt,valid,22.340874,25822.0,9.887061426859908e-07,1e-06,0.144357772781134,2911419,127729899,328.9276328567987,865.1875919758346,26.27810479030322,51646,16.883298,0.782309,0.398363,2.066379,3.4e-05,1.357159,0.076863,0.776466
Bump_2911,acg-cg-mpi,1,2,55407812,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407812-2-stderr.txt,valid,22.047493,25471.0,9.917802298155518e-07,1e-06,0.144453174175241,2911419,127729899,328.77413005569383,865.591967335401,26.440503297738694,50944,16.654786,0.772198,0.391404,2.039482,3.4e-05,1.346985,0.075164,0.767441
Bump_2911,acg-cg-mpi,1,2,55407812,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407812-3-stderr.txt,valid,21.904095,25326.0,9.966564893948247e-07,1e-06,0.144467951738792,2911419,127729899,329.04267913027223,864.8856905946459,26.215619694397283,50654,16.560574,0.765591,0.388617,2.027226,3.4e-05,1.327926,0.074527,0.759599
Bump_2911,acg-cg-mpi,1,2,55407822,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407822-1-stderr.txt,valid,21.619598,24920.0,9.728419114711717e-07,1e-06,0.144590207847515,2911419,127729899,328.0285352019959,867.5601123595505,26.980859516070787,49842,16.301566,0.756524,0.384304,2.003305,3.5e-05,1.34478,0.074656,0.754427
Bump_2911,acg-cg-mpi,1,2,55407822,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407822-2-stderr.txt,valid,22.031344,25436.0,9.84732935223184e-07,1e-06,0.144453360432554,2911419,127729899,328.56303462031184,866.1481364994496,26.633113181585877,50874,16.629825,0.771078,0.389951,2.042045,3.4e-05,1.354933,0.074847,0.768631
Bump_2911,acg-cg-mpi,1,2,55407822,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0002-procs-55407822-3-stderr.txt,valid,22.376974,25813.0,9.90537994766258e-07,1e-06,0.144375735442062,2911419,127729899,328.2825298398255,866.8877697284314,26.710021693654603,51628,16.884083,0.784319,0.396739,2.075344,3.4e-05,1.378985,0.077139,0.780328
Bump_2911,acg-cg-mpi,1,4,55407807,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407807-1-stderr.txt,valid,12.452622,25357.0,9.123179014845229e-07,1e-06,0.144474867640002,2911419,127729899,579.4927282263928,491.0920850258311,27.86262717879959,50716,8.510708,0.382823,0.350636,0.931878,2.4e-05,1.413081,0.075326,0.788147
Bump_2911,acg-cg-mpi,1,4,55407807,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407807-2-stderr.txt,valid,12.585686,25658.0,9.535041007165965e-07,1e-06,0.144401851068512,2911419,127729899,580.1718449626027,490.51703172499805,27.695506449978566,51318,8.611947,0.387906,0.353148,0.938812,2.3e-05,1.421278,0.076008,0.796564
Bump_2911,acg-cg-mpi,1,4,55407807,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407807-3-stderr.txt,valid,12.562212,25604.0,9.85031387892321e-07,1e-06,0.144412879213967,2911419,127729899,580.0326941933474,490.6347445711608,27.69240382737747,51210,8.595109,0.386369,0.352372,0.936088,2.4e-05,1.418128,0.076045,0.798075
Bump_2911,acg-cg-mpi,1,4,55407813,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407813-1-stderr.txt,valid,12.410105,25337.0,9.691469931369916e-07,1e-06,0.144494987573588,2911419,127729899,581.0194528242912,489.8016734420018,27.69478648669982,50676,8.485502,0.381403,0.347612,0.930029,2.4e-05,1.403461,0.074784,0.787289
Bump_2911,acg-cg-mpi,1,4,55407813,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407813-2-stderr.txt,valid,12.261094,24998.0,9.834268099383369e-07,1e-06,0.144567432905366,2911419,127729899,580.2126494307931,490.48299863989115,27.685207408296332,49998,8.37922,0.377788,0.344434,0.923895,2.3e-05,1.384205,0.07417,0.777358
Bump_2911,acg-cg-mpi,1,4,55407813,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407813-3-stderr.txt,valid,12.505354,25473.0,9.559478272293678e-07,1e-06,0.144449365464047,2911419,127729899,579.6888659817226,490.9258430495034,27.785447907670566,50948,8.541,0.386231,0.352128,0.940658,2.3e-05,1.415613,0.075977,0.793722
Bump_2911,acg-cg-mpi,1,4,55407823,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407823-1-stderr.txt,valid,12.339345,25141.0,9.951325150347035e-07,1e-06,0.144545859775693,2911419,127729899,579.831094352577,490.80565609959825,27.64937156948532,50284,8.442358,0.38003,0.348057,0.923016,2.3e-05,1.390321,0.074722,0.780817
Bump_2911,acg-cg-mpi,1,4,55407823,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407823-2-stderr.txt,valid,12.614819,25728.0,9.682221845148812e-07,1e-06,0.144368692161783,2911419,127729899,580.4110899966142,490.314793221393,27.62070037700649,51458,8.631944,0.387078,0.352636,0.94532,2.3e-05,1.421306,0.07593,0.80058
Bump_2911,acg-cg-mpi,1,4,55407823,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-001-nodes-0004-procs-55407823-3-stderr.txt,valid,12.58971,25642.0,9.992607493878824e-07,1e-06,0.144392610440862,2911419,127729899,579.6247477449441,490.98003275875516,27.71475646375229,51286,8.610424,0.389097,0.355,0.940068,2.4e-05,1.421379,0.076702,0.797014
Bump_2911,acg-cg-mpi,2,8,55407808,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407808-1-stderr.txt,valid,13.619677,25392.0,9.869821565544505e-07,1e-06,0.144477115223134,2911419,127729899,530.5679412171081,536.3766934467549,83.61227503642736,50786,6.349963,0.346916,0.333273,0.614016,1.9e-05,4.246333,1.974243,-0.245089
Bump_2911,acg-cg-mpi,2,8,55407808,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407808-2-stderr.txt,valid,8.229548,24728.0,9.702218736255259e-07,1e-06,0.144678284095626,2911419,127729899,855.1146257242804,332.80281462309927,31.313013061587608,49458,4.390323,0.340301,0.326481,0.598914,1.8e-05,1.548679,0.075154,0.949674
Bump_2911,acg-cg-mpi,2,8,55407808,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407808-3-stderr.txt,valid,13.985969,26003.0,9.726045685863273e-07,1e-06,0.144311434540984,2911419,127729899,529.1044683854226,537.859823866477,82.35106137517305,52008,6.605823,0.356056,0.341458,0.626789,1.9e-05,4.282914,2.131303,-0.358396
Bump_2911,acg-cg-mpi,2,8,55407815,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407815-1-stderr.txt,valid,13.820848,25663.0,9.743426526647494e-07,1e-06,0.1443828471336,2911419,127729899,528.4251398090769,538.5515333359311,82.33956125311721,51328,6.534867,0.350958,0.336994,0.620309,1.9e-05,4.226325,2.113997,-0.362626
Bump_2911,acg-cg-mpi,2,8,55407815,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407815-2-stderr.txt,valid,8.450929,25478.0,9.663524850650836e-07,1e-06,0.144442715308916,2911419,127729899,857.9692657339803,331.6951487557893,31.091133874955844,50958,4.515254,0.348403,0.334458,0.615995,1.9e-05,1.584342,0.070575,0.981881
Bump_2911,acg-cg-mpi,2,8,55407815,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407815-3-stderr.txt,valid,13.61302,25387.0,9.894677026220912e-07,1e-06,0.144472477303594,2911419,127729899,530.7228753055531,536.2201126560838,83.60701906412478,50776,6.350283,0.346981,0.333506,0.613048,1.9e-05,4.24523,1.979596,-0.255646
Bump_2911,acg-cg-mpi,2,8,55407824,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407824-1-stderr.txt,valid,13.542155,25199.0,9.585460294507249e-07,1e-06,0.144553770794867,2911419,127729899,529.5494850153466,537.4084289059089,82.16880952380953,50400,6.399431,0.342437,0.329675,0.608315,1.9e-05,4.141308,2.065477,-0.344514
Bump_2911,acg-cg-mpi,2,8,55407824,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407824-2-stderr.txt,valid,8.488289,25658.0,9.924024547119837e-07,1e-06,0.144413761035628,2911419,127729899,860.2276226386731,330.8242653363473,30.939689777465997,51318,4.537782,0.350607,0.337279,0.61961,1.9e-05,1.587763,0.069357,0.985869
Bump_2911,acg-cg-mpi,2,8,55407824,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-002-nodes-0008-procs-55407824-3-stderr.txt,valid,8.618913,25987.0,9.976591409943612e-07,1e-06,0.144326073401012,2911419,127729899,858.0531569110861,331.66248508869813,31.06062413421579,51976,4.605694,0.354412,0.34078,0.628906,1.9e-05,1.614407,0.075378,0.999314
Bump_2911,acg-cg-mpi,4,16,55407809,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407809-1-stderr.txt,valid,9.387947,25494.0,9.456715130625656e-07,1e-06,0.144451343467244,2911419,127729899,772.8197158237045,368.2414293559269,63.236320847224945,50990,3.849217,0.315092,0.305078,0.523304,1.7e-05,3.22442,1.436836,-0.266021
Bump_2911,acg-cg-mpi,4,16,55407809,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407809-2-stderr.txt,valid,9.485273,25019.0,9.85311701678584e-07,1e-06,0.144587270770344,2911419,127729899,750.639216014974,379.12278668212156,69.6935651478817,50040,3.72146,0.309064,0.300969,0.51369,1.7e-05,3.487466,1.354183,-0.20158
Bump_2911,acg-cg-mpi,4,16,55407809,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407809-3-stderr.txt,valid,167.372314,25721.0,9.578959518990564e-07,1e-06,0.144382349501181,2911419,127729899,43.73357010517284,6507.224213677539,1872.617137081098,51444,58.239479,0.351638,0.338891,0.581668,1.6e-05,96.334916,55.657261,-44.131572
Bump_2911,acg-cg-mpi,4,16,55407816,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407816-1-stderr.txt,valid,20.219295,25288.0,9.75239971098763e-07,1e-06,0.144507975836739,2911419,127729899,355.9257773913482,799.5608589054096,176.79817311874726,50578,8.023619,0.345753,0.335041,0.572669,1.7e-05,8.942098,5.511472,-3.511383
Bump_2911,acg-cg-mpi,4,16,55407816,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407816-2-stderr.txt,valid,177.90386,25391.0,9.979774605246414e-07,1e-06,0.144481302014929,2911419,127729899,40.61676577418837,7006.571619865307,1767.3064941713926,50784,75.846162,0.347667,0.336844,0.576613,1.7e-05,89.750893,73.306185,-62.260567
Bump_2911,acg-cg-mpi,4,16,55407816,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407816-3-stderr.txt,valid,20.506626,25652.0,9.750859269351504e-07,1e-06,0.144400368133182,2911419,127729899,355.98997235391136,799.4162638390769,176.81417378084436,51306,8.128096,0.351793,0.340552,0.583286,1.7e-05,9.071628,5.577864,-3.546618
Bump_2911,acg-cg-mpi,4,16,55407826,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407826-1-stderr.txt,valid,20.360561,25412.0,9.823602540816668e-07,1e-06,0.144475220754853,2911419,127729899,355.1894010038328,801.218361404061,170.91579113052376,50826,8.304259,0.347201,0.335875,0.57644,1.6e-05,8.686966,5.787297,-3.6775
Bump_2911,acg-cg-mpi,4,16,55407826,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407826-2-stderr.txt,valid,90.551611,25534.0,9.605500877764328e-07,1e-06,0.144444406413033,2911419,127729899,80.24786541045637,3546.3151484295445,883.9913452124534,51070,38.335086,0.332795,0.322881,0.552759,1.7e-05,45.145438,35.860698,-29.99808
Bump_2911,acg-cg-mpi,4,16,55407826,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-004-nodes-0016-procs-55407826-3-stderr.txt,valid,188.21972,25957.0,9.669123418150534e-07,1e-06,0.144315680020706,2911419,127729899,39.24640993596208,7251.212389721462,1812.5795130595577,51916,80.418718,0.354929,0.343951,0.58856,1.6e-05,94.101878,77.828478,-65.416842
Bump_2911,acg-cg-mpi,8,32,55407810,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407810-1-stderr.txt,valid,19.498934,25396.0,9.533648086833633e-07,1e-06,0.14448408047138,2911419,127729899,370.65114851324694,767.795479603087,156.55067527660748,50794,8.295137,0.298768,0.29216,0.534405,1.5e-05,7.951835,6.714754,-4.588164
Bump_2911,acg-cg-mpi,8,32,55407810,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407810-2-stderr.txt,valid,153.710508,24891.0,9.918431559640871e-07,1e-06,0.144616485830375,2911419,127729899,46.08398287216642,6175.344823430156,2051.012574321067,49784,43.549756,0.290893,0.285855,0.522907,1.5e-05,102.10761,41.99154,-35.038145
Bump_2911,acg-cg-mpi,8,32,55407810,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407810-3-stderr.txt,valid,14.831582,25673.0,9.984883100413164e-07,1e-06,0.144412683923211,2911419,127729899,492.6062018576306,577.7112920188524,151.78160785230193,51348,4.493127,0.301635,0.294652,0.540428,1.6e-05,7.793682,2.896393,-1.488357
Bump_2911,acg-cg-mpi,8,32,55407817,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407817-2-stderr.txt,valid,174.543561,24920.0,9.679380568322057e-07,1e-06,0.144618650350869,2911419,127729899,40.63080312424702,7004.155738362761,2656.8632679266484,49842,34.756261,0.292997,0.287038,0.52312,1.6e-05,132.423379,33.193199,-26.932508
Bump_2911,acg-cg-mpi,8,32,55407817,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407817-3-stderr.txt,valid,13.134277,26199.0,9.514517986657187e-07,1e-06,0.144286380595607,2911419,127729899,567.6608765178319,501.32741707698773,118.06442748091602,52400,4.382288,0.307328,0.301955,0.550672,1.5e-05,6.186576,2.749021,-1.343583
Bump_2911,acg-cg-mpi,8,32,55407827,1,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407827-1-stderr.txt,valid,173.993882,25129.0,9.482530264949177e-07,1e-06,0.144543276169874,2911419,127729899,41.10099128133712,6924.027299136456,2642.9732391563866,50260,33.963737,0.295703,0.288811,0.528461,1.5e-05,132.835835,32.383664,-26.302472
Bump_2911,acg-cg-mpi,8,32,55407827,2,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407827-2-stderr.txt,valid,177.180182,25880.0,9.652468054472905e-07,1e-06,0.144349129950176,2911419,127729899,41.56805805784757,6846.2203245749615,2353.9990919979905,51762,47.149859,0.30375,0.29851,0.545022,1.5e-05,121.847701,45.52433,-38.489031
Bump_2911,acg-cg-mpi,8,32,55407827,3,acg-results/acg-cg-mpi/suitesparse/Bump_2911/Bump_2911-rtol-1e-6-008-nodes-0032-procs-55407827-3-stderr.txt,valid,12.549331,25633.0,9.240150037550987e-07,1e-06,0.144420160362249,2911419,127729899,581.2856730801028,489.57714664690053,117.38546461730515,51268,4.032448,0.30151,0.294861,0.539773,1.5e-05,6.018118,2.431568,-1.068966
Queen_4147,acg-cg-mpi,1,2,55398871,1,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398871-1-stderr.txt,valid,49.103053,26661.0,9.320502540522936e-07,1e-06,0.190154015062468,4147110,329499284,380.3406910632624,1841.7558606203818,26.75178156177331,53324,42.031417,1.090867,0.579394,3.075229,4.9e-05,1.426512,0.07879,0.820794
Queen_4147,acg-cg-mpi,1,2,55398871,2,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398871-2-stderr.txt,valid,48.942324,26568.0,9.778083851863358e-07,1e-06,0.190158068998423,4147110,329499284,380.258719063116,1842.1531165311653,27.101979750837444,53138,41.878986,1.084539,0.573299,3.059487,5e-05,1.440145,0.07809,0.827727
Queen_4147,acg-cg-mpi,1,2,55398871,3,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398871-3-stderr.txt,valid,48.991347,26622.0,9.29618562994401e-07,1e-06,0.190156269834879,4147110,329499284,380.6502971694981,1840.2579445571332,26.44538556886902,53246,41.962465,1.087729,0.573986,3.06783,4.9e-05,1.408111,0.078278,0.812898
Queen_4147,acg-cg-mpi,1,2,55398877,1,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398877-1-stderr.txt,valid,48.654776,26452.0,9.713850118852808e-07,1e-06,0.190164077567493,4147110,329499284,380.8360139346649,1839.3609556933313,26.34385513930367,52906,41.685239,1.080299,0.571614,3.050201,4.8e-05,1.393748,0.077467,0.79616
Queen_4147,acg-cg-mpi,1,2,55398877,2,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398877-2-stderr.txt,valid,48.170755,26192.0,9.655521534364016e-07,1e-06,0.190175818468273,4147110,329499284,380.8819030767527,1839.1400045815517,26.084984537853625,52386,41.278688,1.070972,0.570515,3.022978,4.9e-05,1.366488,0.077153,0.783912
Queen_4147,acg-cg-mpi,1,2,55398877,3,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398877-3-stderr.txt,valid,48.558554,26402.0,9.758295655280673e-07,1e-06,0.190166291926945,4147110,329499284,380.86940289292795,1839.1998333459587,26.32702723175397,52806,41.601313,1.077822,0.572699,3.0452,4.9e-05,1.390225,0.077942,0.793303
Queen_4147,acg-cg-mpi,1,2,55398883,1,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398883-1-stderr.txt,valid,47.9752,26060.0,9.710700797005031e-07,1e-06,0.190181190708704,4147110,329499284,380.5071545479331,1840.951650038373,26.827865392732434,52122,41.068067,1.064691,0.563953,3.002738,4.9e-05,1.398322,0.077962,0.799416
Queen_4147,acg-cg-mpi,1,2,55398883,2,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398883-2-stderr.txt,valid,48.54295,26360.0,9.648752395856633e-07,1e-06,0.190167274409939,4147110,329499284,380.38577674550066,1841.5383156297419,26.885190243162246,52722,41.546093,1.077159,0.570152,3.038129,4.9e-05,1.417441,0.078878,0.815048
Queen_4147,acg-cg-mpi,1,2,55398883,3,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0002-procs-55398883-3-stderr.txt,valid,48.354681,26256.0,9.990082434824592e-07,1e-06,0.190172319297189,4147110,329499284,380.3602570720299,1841.662134369287,26.927124195452638,52514,41.376939,1.073861,0.569136,3.025984,4.8e-05,1.414051,0.078335,0.816324
Queen_4147,acg-cg-mpi,1,4,55398872,1,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398872-1-stderr.txt,valid,25.861164,26349.0,9.823152799936655e-07,1e-06,0.190169088803608,4147110,329499284,713.7088869982805,981.4855971763633,27.94660341555977,52700,21.144633,0.486453,0.378036,1.385845,2.9e-05,1.472786,0.07786,0.915522
Queen_4147,acg-cg-mpi,1,4,55398872,2,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398872-2-stderr.txt,valid,25.733907,26222.0,9.797738057457673e-07,1e-06,0.1901744730743,4147110,329499284,713.7813518593971,981.3861261536114,27.894634481180645,52446,21.044555,0.484395,0.374656,1.379767,2.8e-05,1.462962,0.077625,0.909919
Queen_4147,acg-cg-mpi,1,4,55398872,3,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398872-3-stderr.txt,valid,26.14456,26649.0,9.504351188140074e-07,1e-06,0.190155131987605,4147110,329499284,714.0102367498248,981.0709595106757,27.65095684803002,53300,21.384831,0.493703,0.381715,1.403225,2.9e-05,1.473796,0.078813,0.928447
Queen_4147,acg-cg-mpi,1,4,55398878,1,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398878-1-stderr.txt,valid,25.22737,25713.0,9.976932769141355e-07,1e-06,0.190200319030746,4147110,329499284,713.980247091631,981.1134445611169,28.04612273469705,51428,20.627186,0.474998,0.368543,1.350207,2.8e-05,1.442356,0.075824,0.888226
Queen_4147,acg-cg-mpi,1,4,55398878,2,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398878-2-stderr.txt,valid,28.633377,26469.0,9.509045977938204e-07,1e-06,0.190163435264229,4147110,329499284,647.5449589854525,1081.770259548906,64.05748016622591,52940,21.289167,0.49033,0.381062,1.394425,2.9e-05,3.391203,0.078275,1.608884
Queen_4147,acg-cg-mpi,1,4,55398878,3,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398878-3-stderr.txt,valid,28.469957,26325.0,9.93580039828145e-07,1e-06,0.190169893055084,4147110,329499284,647.7189727714727,1081.4798480531815,64.07384334878067,52652,21.169719,0.488266,0.376793,1.381432,2.8e-05,3.373616,0.077891,1.602213
Queen_4147,acg-cg-mpi,1,4,55398884,1,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398884-1-stderr.txt,valid,25.791929,26314.0,9.982928262174872e-07,1e-06,0.190170742709286,4147110,329499284,714.6741965883979,980.1599528767957,27.597605928177845,52630,21.112713,0.483668,0.374886,1.382118,2.8e-05,1.452462,0.077376,0.908678
Queen_4147,acg-cg-mpi,1,4,55398884,2,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398884-2-stderr.txt,valid,25.717772,26209.0,9.83874576876893e-07,1e-06,0.190175400562264,4147110,329499284,713.8750907893576,981.2572780342631,27.643704692865317,52420,21.033558,0.486734,0.379219,1.384215,2.9e-05,1.449083,0.077969,0.906965
Queen_4147,acg-cg-mpi,1,4,55398884,3,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-001-nodes-0004-procs-55398884-3-stderr.txt,valid,25.914427,26401.0,9.979502940417182e-07,1e-06,0.190165568294145,4147110,329499284,713.6475368587544,981.5699026552023,27.93189909855314,52804,21.189831,0.489043,0.380473,1.390523,2.8e-05,1.474916,0.078138,0.911475
Queen_4147,acg-cg-mpi,2,8,55398873,1,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398873-1-stderr.txt,valid,123.547582,26137.0,9.561651166788987e-07,1e-06,0.190178861711787,4147110,329499284,148.19264536722378,4726.922829705016,907.7815632412579,52276,64.841272,0.419192,0.385012,0.85352,2.1e-05,47.455189,53.432886,-43.839516
Queen_4147,acg-cg-mpi,2,8,55398873,2,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398873-2-stderr.txt,valid,19.232403,26099.0,9.565219378122992e-07,1e-06,0.19018105092977,4147110,329499284,950.594949467313,736.9019119506495,99.00381226053639,52200,10.921467,0.37573,0.347181,0.764459,2e-05,5.167999,0.076952,1.578591
Queen_4147,acg-cg-mpi,2,8,55398873,3,acg-results/acg-cg-mpi/suitesparse/Queen_4147/Queen_4147-rtol-1e-6-002-nodes-0008-procs-55398873-3-stderr.txt,valid,15.395707,26432.0,9.414676672947436e-07,1e-06,0.1901646995433,4147110,329499284,1202.6392524464127,582.4647018765132,36.78201490561041,52866,10.847521,0.376993,0.350489,0.764987,2.1e-05,1.944518,0.077562,1.033614
