benchmark,topology,backend,bytes,on_us,off_us,off_over_on
alltoall,1n2g,cuda_mpi,2048,12.0734333,17.7956667,1.473952458908271
alltoall,1n2g,cuda_mpi,4096,12.0144333,18.0751333,1.5044515915702825
alltoall,1n2g,cuda_mpi,8192,12.1004333,18.1048667,1.4962163958211312
alltoall,1n2g,cuda_mpi,16384,12.0919667,18.3945,1.5212165610743866
alltoall,1n2g,cuda_mpi,32768,12.4124333,18.4738667,1.488335627148949
alltoall,1n2g,cuda_mpi,65536,12.9653667,18.8951667,1.4573569060719278
alltoall,1n2g,cuda_mpi,131072,13.8596,19.8702333,1.4336801422840484
alltoall,1n2g,cuda_mpi,262144,15.3607667,21.4911667,1.3990946623777576
alltoall,1n2g,sycl_mpi,4,5.49694333,11.7139667,2.130996445983008
alltoall,1n2g,sycl_mpi,8,5.52827667,11.6882,2.1142574255423434
alltoall,1n2g,sycl_mpi,16,3.59863,10.5143667,2.92176931221048
alltoall,1n2g,sycl_mpi,32,4.44380333,10.6884,2.405236957235009
alltoall,1n2g,sycl_mpi,64,4.77181333,11.0655333,2.318936751031709
alltoall,1n2g,sycl_mpi,128,5.20100333,11.4754333,2.206388377759412
alltoall,1n2g,sycl_mpi,256,4.80693333,11.9494333,2.485874564854845
alltoall,1n2g,sycl_mpi,512,7.53255,12.6687333,1.6818651452695303
alltoall,1n2g,sycl_mpi,1024,12.0446333,17.7606667,1.4745709775987952
alltoall,1n2g,sycl_mpi,2048,11.8260333,17.9125667,1.5146724388134438
alltoall,1n2g,sycl_mpi,4096,11.9177,18.2178667,1.5286394774159442
alltoall,1n2g,sycl_mpi,8192,12.1300333,18.4263667,1.519069753914031
alltoall,1n2g,sycl_mpi,16384,12.0137667,18.5002333,1.5399194742145277
alltoall,1n2g,sycl_mpi,32768,12.1739667,18.5809333,1.5262842225451465
alltoall,1n2g,sycl_mpi,65536,13.0294667,19.0086333,1.458895727482077
alltoall,1n2g,sycl_mpi,131072,13.7210333,19.8764667,1.4486129626986621
alltoall,1n2g,sycl_mpi,262144,15.2378333,22.1661333,1.4546775032641943
alltoall,1n4g,cuda_mpi,4,12.0583,18.2414,1.5127671396465505
alltoall,1n4g,cuda_mpi,8,11.8726,16.1032,1.3563330694203461
alltoall,1n4g,cuda_mpi,16,7.44424,14.5333,1.9522879434300884
alltoall,1n4g,cuda_mpi,32,9.44875667,16.0878333,1.7026402374271323
alltoall,1n4g,cuda_mpi,64,10.6475333,16.6038667,1.5594096991459987
alltoall,1n4g,cuda_mpi,128,10.4843333,16.9897667,1.6204908995024034
alltoall,1n4g,cuda_mpi,256,11.2485667,17.0185333,1.512951272271871
alltoall,1n4g,cuda_mpi,512,14.4468,20.8357667,1.4422409599357644
alltoall,1n4g,cuda_mpi,1024,22.3212667,23.6272333,1.058507727968682
alltoall,1n4g,cuda_mpi,2048,21.4148,23.7523667,1.1091565973065356
alltoall,1n4g,cuda_mpi,4096,21.6891,23.8875,1.1013596691425647
alltoall,1n4g,cuda_mpi,8192,22.5574667,24.0002333,1.0639596023431126
alltoall,1n4g,cuda_mpi,16384,24.2207667,24.0560333,0.9931986711221656
alltoall,1n4g,cuda_mpi,32768,21.8477,24.3513667,1.11459635110332
alltoall,1n4g,cuda_mpi,65536,25.2354333,24.4503,0.9688876632048953
alltoall,1n4g,cuda_mpi,131072,31.5889333,26.2085,0.8296734730197427
alltoall,1n4g,cuda_mpi,262144,43.1136333,28.2982,0.6563631462718779
alltoall,1n4g,sycl_mpi,4,12.7402667,18.6124333,1.460913946173513
alltoall,1n4g,sycl_mpi,8,11.0401,16.1156,1.459733154590991
alltoall,1n4g,sycl_mpi,16,7.49351,15.1871333,2.0267048819578544
alltoall,1n4g,sycl_mpi,32,8.86469,16.1216333,1.8186347520330661
alltoall,1n4g,sycl_mpi,64,10.8986667,16.7599,1.5377936091944162
alltoall,1n4g,sycl_mpi,128,9.89492333,16.3198667,1.64931714534063
alltoall,1n4g,sycl_mpi,256,11.3843333,17.0348,1.4963370757952072
alltoall,1n4g,sycl_mpi,512,15.1582333,21.3786667,1.4103666487307596
alltoall,1n4g,sycl_mpi,1024,22.6997667,23.7887667,1.0479740613369386
alltoall,1n4g,sycl_mpi,2048,21.6663,23.9644667,1.1060710273558476
alltoall,1n4g,sycl_mpi,4096,22.0749333,23.9556333,1.085196180411562
alltoall,1n4g,sycl_mpi,8192,22.7067667,24.5588667,1.0815659941580322
alltoall,1n4g,sycl_mpi,16384,24.6452667,24.3998333,0.9900413575155184
alltoall,1n4g,sycl_mpi,32768,21.5696333,24.2329,1.123472970678644
alltoall,1n4g,sycl_mpi,65536,25.3129667,25.4831,1.0067211916333774
alltoall,1n4g,sycl_mpi,131072,31.7335333,26.0295,0.8202521841461631
alltoall,1n4g,sycl_mpi,262144,42.2328333,28.8415333,0.6829173192128692
alltoall,2n1g,cuda_mpi,4,5.01720667,12.5600667,2.503398310279293
alltoall,2n1g,cuda_mpi,8,5.03772,12.4151667,2.464441592625235
alltoall,2n1g,cuda_mpi,16,4.30901,11.04,2.562073422897603
alltoall,2n1g,cuda_mpi,32,5.20242,11.1106333,2.1356663437400285
alltoall,2n1g,cuda_mpi,64,5.49461,11.1419,2.0277872314868572
alltoall,2n1g,cuda_mpi,128,5.13127,11.1693667,2.176725586453256
alltoall,2n1g,cuda_mpi,256,5.36931667,11.1667,2.079724606744046
alltoall,2n1g,cuda_mpi,512,6.24371667,11.2827,1.8070486853145435
alltoall,2n1g,cuda_mpi,1024,6.27732667,13.9939667,2.229287630812433
alltoall,2n1g,cuda_mpi,2048,6.45391,13.9291333,2.1582472175781815
alltoall,2n1g,cuda_mpi,4096,7.17545667,14.8862,2.0745996644698574
alltoall,2n1g,cuda_mpi,8192,8.08598667,15.2684,1.8882544113815611
alltoall,2n1g,cuda_mpi,16384,8.5603,15.8261667,1.8487864560821468
alltoall,2n1g,cuda_mpi,32768,11.3531,17.0912667,1.5054273017942235
alltoall,2n1g,cuda_mpi,65536,15.5787667,19.582,1.2569672797012874
alltoall,2n1g,cuda_mpi,131072,24.8028,26.4896,1.0680084506587966
alltoall,2n1g,cuda_mpi,262144,43.0500667,40.3349333,0.9369307969039686
alltoall,2n1g,sycl_mpi,4,5.09304333,11.3447667,2.2275024901466915
alltoall,2n1g,sycl_mpi,8,5.24564333,11.3123333,2.15651972281539
alltoall,2n1g,sycl_mpi,16,4.34688,11.2923,2.5977942800353357
alltoall,2n1g,sycl_mpi,32,5.24433667,11.1669333,2.1293318874587053
alltoall,2n1g,sycl_mpi,64,5.14903667,11.1817333,2.1716165598797335
alltoall,2n1g,sycl_mpi,128,5.18618333,11.329,2.1844580646554195
alltoall,2n1g,sycl_mpi,256,5.66863,11.2579333,1.9860060190910325
alltoall,2n1g,sycl_mpi,512,7.19183333,11.2713667,1.567245260395933
alltoall,2n1g,sycl_mpi,1024,6.50898667,13.7305333,2.109473255381548
alltoall,2n1g,sycl_mpi,2048,6.47213333,13.7181667,2.1195741806511887
alltoall,2n1g,sycl_mpi,4096,7.08812,14.4669333,2.041011340101466
alltoall,2n1g,sycl_mpi,8192,7.75302333,14.9575667,1.9292559899984203
alltoall,2n1g,sycl_mpi,16384,9.10703667,15.6998,1.7239197083413085
alltoall,2n1g,sycl_mpi,32768,9.22828333,17.1859,1.8623073637250365
alltoall,2n1g,sycl_mpi,65536,14.6573,19.5042,1.3306816398654597
alltoall,2n1g,sycl_mpi,131072,22.8094333,24.0187333,1.0530175381428701
alltoall,2n1g,sycl_mpi,262144,39.1484333,33.4085,0.8533802551940181
alltoall,2n4g,cuda_mpi,4,15.0853,21.0807,1.3974332628452866
alltoall,2n4g,cuda_mpi,8,14.2931333,20.1461667,1.4094996721257753
alltoall,2n4g,cuda_mpi,16,10.1427533,16.8720333,1.6634569333358424
alltoall,2n4g,cuda_mpi,32,11.9572667,18.1881667,1.5210973507850252
alltoall,2n4g,cuda_mpi,64,14.4568667,19.8908333,1.3758744348109677
alltoall,2n4g,cuda_mpi,128,13.4946667,19.7453333,1.463195330344839
alltoall,2n4g,cuda_mpi,256,15.8027333,20.7273333,1.3116296343493945
alltoall,2n4g,cuda_mpi,512,19.8656667,24.3691,1.2266942946344712
alltoall,2n4g,cuda_mpi,1024,27.0862333,27.8182,1.02702356920185
alltoall,2n4g,cuda_mpi,2048,26.1078,28.5182333,1.0923261745531985
alltoall,2n4g,cuda_mpi,4096,26.5693667,27.8077667,1.0466100684289175
alltoall,2n4g,cuda_mpi,8192,28.2716,29.6522667,1.0488358175695751
alltoall,2n4g,cuda_mpi,16384,38.7552,38.2706,0.9874958715217571
alltoall,2n4g,cuda_mpi,32768,47.0960667,44.9027667,0.9534292319150295
alltoall,2n4g,cuda_mpi,65536,92.1661,67.7866667,0.7354837266630572
alltoall,2n4g,cuda_mpi,131072,180.889333,116.833667,0.6458847797288302
alltoall,2n4g,cuda_mpi,262144,366.372333,205.294,0.56034253001304
alltoall,2n4g,sycl_mpi,4,15.4875667,21.8817333,1.4128580508389352
alltoall,2n4g,sycl_mpi,8,14.2195667,20.9844667,1.4757458608074183
alltoall,2n4g,sycl_mpi,16,9.70141,16.6678333,1.7180835878496015
alltoall,2n4g,sycl_mpi,32,12.3254333,18.0571333,1.4650303044518524
alltoall,2n4g,sycl_mpi,64,13.7877,18.9290333,1.3728927449828472
alltoall,2n4g,sycl_mpi,128,13.3137667,19.4724,1.4625763271035837
alltoall,2n4g,sycl_mpi,256,14.4970667,20.4356667,1.4096414897504748
alltoall,2n4g,sycl_mpi,512,21.1134667,25.1890333,1.1930316161675145
alltoall,2n4g,sycl_mpi,1024,28.7702,27.9800333,0.9725352378502756
alltoall,2n4g,sycl_mpi,2048,26.7861333,28.6415333,1.069267183106268
alltoall,2n4g,sycl_mpi,4096,27.4668,29.0422667,1.0573589460730772
alltoall,2n4g,sycl_mpi,8192,29.0954333,30.7477333,1.056788980695469
alltoall,2n4g,sycl_mpi,16384,37.5723667,38.1533667,1.0154634922159427
alltoall,2n4g,sycl_mpi,32768,47.5146,43.9419667,0.9248097784680919
alltoall,2n4g,sycl_mpi,65536,91.6096333,68.8628333,0.7516986022036616
alltoall,2n4g,sycl_mpi,131072,176.824,114.416667,0.6470652569786907
alltoall,2n4g,sycl_mpi,262144,362.543667,209.383,0.5775387051513439
alltoall,4n4g,cuda_mpi,4,19.3836667,340.434,17.562930959806486
alltoall,4n4g,cuda_mpi,8,17.4246,340.043667,19.515149099548914
alltoall,4n4g,cuda_mpi,16,14.4667667,338.477,23.3968658663722
alltoall,4n4g,cuda_mpi,32,16.1349667,341.423667,21.16048166371487
alltoall,4n4g,cuda_mpi,64,18.8252,341.820333,18.157593704183753
alltoall,4n4g,cuda_mpi,128,18.3331333,413.350333,22.546627804206278
alltoall,4n4g,cuda_mpi,256,20.4355,418.126667,20.46079944214724
alltoall,4n4g,cuda_mpi,512,26.5423333,37.3777,1.4082296223746085
alltoall,4n4g,cuda_mpi,1024,36.6646667,44.6103667,1.2167127295882387
alltoall,4n4g,cuda_mpi,2048,36.1198,43.7819,1.2121301889822202
alltoall,4n4g,cuda_mpi,4096,41.1776333,45.7509667,1.1110635321530244
alltoall,4n4g,cuda_mpi,8192,58.8217667,60.1862,1.0231960611954893
alltoall,4n4g,cuda_mpi,16384,125.89,111.204,0.883342600683136
alltoall,4n4g,cuda_mpi,32768,129.810667,102.236333,0.7875803688767735
alltoall,4n4g,cuda_mpi,65536,268.595333,186.431667,0.6940986833900052
alltoall,4n4g,cuda_mpi,131072,548.743,342.635,0.6243997645528051
alltoall,4n4g,cuda_mpi,262144,985.255667,781.427,0.793121040733887
alltoall,4n4g,sycl_mpi,4,18.9758333,340.916667,17.965833785017495
alltoall,4n4g,sycl_mpi,8,17.4315667,341.921333,19.615066097300364
alltoall,4n4g,sycl_mpi,16,14.7357333,342.784667,23.26213836945597
alltoall,4n4g,sycl_mpi,32,16.0448,344.707333,21.48405296420024
alltoall,4n4g,sycl_mpi,64,18.6426667,345.174333,18.515287461530384
alltoall,4n4g,sycl_mpi,128,18.2754,420.740333,23.02222293356096
alltoall,4n4g,sycl_mpi,256,20.5536333,422.351333,20.548743223904847
alltoall,4n4g,sycl_mpi,512,27.0654,37.8073333,1.3968880304743327
alltoall,4n4g,sycl_mpi,1024,34.4018333,44.9137667,1.305563174739295
alltoall,4n4g,sycl_mpi,2048,36.5188333,44.5092333,1.2188021707692398
alltoall,4n4g,sycl_mpi,4096,41.4846333,46.3858,1.1181441490528978
alltoall,4n4g,sycl_mpi,8192,59.4026667,59.3561333,0.9992166445955196
alltoall,4n4g,sycl_mpi,16384,122.166667,111.396333,0.9118390125188567
alltoall,4n4g,sycl_mpi,32768,125.818667,101.417333,0.8060595094367038
alltoall,4n4g,sycl_mpi,65536,274.111333,187.479,0.6839520203274485
alltoall,4n4g,sycl_mpi,131072,549.722667,346.194,0.6297611882902402
alltoall,4n4g,sycl_mpi,262144,973.063,794.672,0.8166706575011073
alltoall,8n4g,cuda_mpi,4,27.1464667,670.651667,24.704933957390484
alltoall,8n4g,cuda_mpi,8,25.7643333,673.077,26.124370934139407
alltoall,8n4g,cuda_mpi,16,23.6053,672.276333,28.479889389247333
alltoall,8n4g,cuda_mpi,32,24.2097,674.128667,27.845395316753198
alltoall,8n4g,cuda_mpi,64,30.8609,859.532,27.851812487646182
alltoall,8n4g,cuda_mpi,128,28.1789,950.552,33.73275748875932
alltoall,8n4g,cuda_mpi,256,30.9793667,973.765,31.43269549148014
alltoall,8n4g,cuda_mpi,512,38.5457667,60.1089333,1.5594172446438845
alltoall,8n4g,cuda_mpi,1024,52.4981,56.687,1.0797914591194728
alltoall,8n4g,cuda_mpi,2048,60.9818667,63.5346667,1.0418616244162957
alltoall,8n4g,cuda_mpi,4096,82.7867,88.6922,1.0713339219947167
alltoall,8n4g,cuda_mpi,8192,135.476667,138.199667,1.0200994020616112
alltoall,8n4g,cuda_mpi,16384,260.540333,262.399333,1.0071351716588157
alltoall,8n4g,cuda_mpi,32768,275.575667,263.171333,0.9549875570109752
alltoall,8n4g,cuda_mpi,65536,525.155,491.619667,0.9361420285439537
alltoall,8n4g,cuda_mpi,131072,1047.81667,953.652333,0.9101328126417383
alltoall,8n4g,cuda_mpi,262144,2004.98,1753.25,0.8744476254127224
alltoall,8n4g,sycl_mpi,4,27.2165,671.000667,24.654186504510132
alltoall,8n4g,sycl_mpi,8,24.8273333,673.297333,27.119196607393995
alltoall,8n4g,sycl_mpi,16,23.3135333,677.878333,29.076602172524403
alltoall,8n4g,sycl_mpi,32,23.9896,681.694667,28.41625817020709
alltoall,8n4g,sycl_mpi,64,30.2916333,833.872333,27.528140352867666
alltoall,8n4g,sycl_mpi,128,27.5012667,835.858,30.393436386695598
alltoall,8n4g,sycl_mpi,256,30.5433333,841.853333,27.562588690999224
alltoall,8n4g,sycl_mpi,512,38.4664667,46.0320667,1.1966803985144807
alltoall,8n4g,sycl_mpi,1024,52.3994333,57.1058333,1.0898177652619767
alltoall,8n4g,sycl_mpi,2048,61.2901,63.9682667,1.0436965627401489
alltoall,8n4g,sycl_mpi,4096,84.8177667,89.2765333,1.052568780969801
alltoall,8n4g,sycl_mpi,8192,138.423333,138.84,1.0030100922364005
alltoall,8n4g,sycl_mpi,16384,258.977,262.851667,1.0149614328685561
alltoall,8n4g,sycl_mpi,32768,276.131,267.315667,0.9680755402327158
alltoall,8n4g,sycl_mpi,65536,521.795,493.669333,0.9460982435630851
alltoall,8n4g,sycl_mpi,131072,1040.33333,955.523,0.918477734439211
alltoall,8n4g,sycl_mpi,262144,2026.49667,1778.19,0.8774699837034522
